date,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential
2021-09-23,-35.0,13,-29.0,-56.0,-38.0,25.0
2021-09-24,-36.0,14,-29.0,-57.0,-35.0,26.0
2021-09-25,-31.0,19,-24.0,-50.0,-19.0,19.0
2021-09-26,-35.0,16,-20.0,-52.0,-13.0,16.0
2021-09-27,-33.0,12,-26.0,-54.0,-37.0,23.0
2021-09-28,-34.0,13,-30.0,-54.0,-38.0,24.0
2021-09-29,-33.0,16,-28.0,-55.0,-37.0,24.0
2021-09-30,-30.0,24,-27.0,-52.0,-36.0,24.0
2021-10-01,-31.0,25,-26.0,-55.0,-33.0,25.0
2021-10-02,-28.0,25,-22.0,-48.0,-18.0,18.0
2021-10-03,-30.0,23,-18.0,-48.0,-12.0,15.0
2021-10-04,-31.0,15,-26.0,-53.0,-36.0,23.0
2021-10-05,-35.0,11,-35.0,-54.0,-38.0,24.0
2021-10-06,-32.0,18,-30.0,-54.0,-36.0,24.0
2021-10-07,-31.0,18,-26.0,-53.0,-35.0,24.0
2021-10-08,-32.0,19,-25.0,-55.0,-33.0,25.0
2021-10-09,-27.0,23,-19.0,-48.0,-17.0,18.0
2021-10-10,-29.0,20,-16.0,-47.0,-10.0,15.0
2021-10-11,-30.0,15,-24.0,-52.0,-34.0,22.0
2021-10-12,-34.0,12,-32.0,-53.0,-36.0,24.0
2021-10-13,-32.0,14,-31.0,-53.0,-35.0,23.0
2021-10-14,-31.0,15,-30.0,-52.0,-34.0,23.0
2021-10-15,-28.0,24,-26.0,-51.0,-31.0,24.0
2021-10-16,-20.0,34,-14.0,-42.0,-15.0,16.0
2021-10-17,-23.0,30,-2.0,-42.0,-8.0,13.0
2021-10-18,-25.0,21,-19.0,-49.0,-33.0,21.0
2021-10-19,-26.0,22,-20.0,-49.0,-34.0,22.0
2021-10-20,-28.0,21,-23.0,-50.0,-34.0,23.0
2021-10-21,-27.0,22,-20.0,-49.0,-33.0,22.0
2021-10-22,-26.0,24,-16.0,-50.0,-30.0,24.0
2021-10-23,-24.0,23,-12.0,-43.0,-14.0,16.0
2021-10-24,-27.0,21,-1.0,-44.0,-9.0,14.0
2021-10-25,-27.0,18,-20.0,-49.0,-33.0,21.0
2021-10-26,-24.0,25,-15.0,-47.0,-33.0,22.0
2021-10-27,-24.0,25,-11.0,-48.0,-32.0,21.0
2021-10-28,-24.0,26,-9.0,-47.0,-32.0,21.0
2021-10-29,-20.0,34,-15.0,-46.0,-29.0,22.0
2021-10-30,-14.0,40,-7.0,-35.0,-13.0,14.0
2021-10-31,-18.0,35,3.0,-38.0,-6.0,11.0
2021-11-01,-32.0,15,-14.0,-62.0,-67.0,26.0
2021-11-02,-25.0,24,-21.0,-48.0,-36.0,21.0
2021-11-03,-23.0,26,-17.0,-46.0,-32.0,21.0
2021-11-04,-23.0,25,-11.0,-46.0,-31.0,21.0
2021-11-05,-22.0,27,-13.0,-48.0,-28.0,22.0
2021-11-06,-15.0,33,-1.0,-39.0,-11.0,15.0
2021-11-07,-16.0,30,11.0,-38.0,-5.0,12.0
2021-11-08,-20.0,23,-12.0,-46.0,-30.0,20.0
2021-11-09,-21.0,26,-15.0,-46.0,-31.0,21.0
2021-11-10,-20.0,28,-15.0,-46.0,-30.0,21.0
2021-11-11,-19.0,29,-12.0,-44.0,-30.0,20.0
2021-11-12,-19.0,29,-13.0,-46.0,-27.0,22.0
2021-11-13,-11.0,37,-3.0,-35.0,-10.0,14.0
2021-11-14,-11.0,36,13.0,-34.0,-2.0,11.0
2021-11-15,-14.0,34,-9.0,-41.0,-29.0,18.0
2021-11-16,-13.0,38,-10.0,-40.0,-30.0,20.0
2021-11-17,-16.0,34,-12.0,-42.0,-29.0,20.0
2021-11-18,-16.0,32,-12.0,-42.0,-29.0,20.0
2021-11-19,-16.0,34,-9.0,-43.0,-26.0,21.0
2021-11-20,-11.0,35,-8.0,-32.0,-10.0,13.0
2021-11-21,-8.0,38,5.0,-28.0,-3.0,11.0
2021-11-22,-15.0,30,-8.0,-40.0,-28.0,19.0
2021-11-23,-16.0,31,-11.0,-41.0,-29.0,20.0
2021-11-24,-17.0,30,-12.0,-42.0,-29.0,20.0
2021-11-25,-12.0,35,-10.0,-38.0,-29.0,19.0
2021-11-26,-12.0,38,-8.0,-38.0,-26.0,20.0
2021-11-27,-6.0,41,0.0,-25.0,-9.0,12.0
2021-11-28,-11.0,33,0.0,-26.0,-2.0,10.0
2021-11-29,-5.0,41,0.0,-34.0,-30.0,17.0
2021-11-30,-3.0,46,5.0,-39.0,-55.0,22.0
2021-12-01,-13.0,38,-9.0,-36.0,-28.0,18.0
2021-12-02,-12.0,37,-7.0,-37.0,-28.0,19.0
2021-12-03,-13.0,37,-7.0,-38.0,-24.0,20.0
2021-12-04,-5.0,42,2.0,-23.0,-7.0,12.0
2021-12-05,-3.0,44,16.0,-18.0,2.0,9.0
2021-12-06,-10.0,35,-2.0,-35.0,-26.0,17.0
2021-12-07,-10.0,37,-7.0,-33.0,-25.0,18.0
2021-12-08,-3.0,44,3.0,-41.0,-49.0,22.0
2021-12-09,-10.0,38,-5.0,-35.0,-22.0,18.0
2021-12-10,-7.0,44,-3.0,-35.0,-19.0,19.0
2021-12-11,1.0,48,2.0,-20.0,0.0,11.0
2021-12-12,4.0,52,15.0,-12.0,11.0,8.0
2021-12-13,-5.0,41,0.0,-32.0,-21.0,17.0
2021-12-14,-4.0,45,-3.0,-31.0,-22.0,18.0
2021-12-15,1.0,55,-2.0,-29.0,-21.0,16.0
2021-12-16,3.0,58,2.0,-27.0,-20.0,16.0
2021-12-17,-6.0,44,-11.0,-34.0,-17.0,18.0
2021-12-18,8.0,58,0.0,-12.0,1.0,9.0
2021-12-19,2.0,47,-14.0,-9.0,8.0,9.0
2021-12-20,10.0,58,7.0,-21.0,-22.0,14.0
2021-12-21,11.0,64,3.0,-19.0,-24.0,15.0
2021-12-22,9.0,65,-1.0,-21.0,-24.0,15.0
2021-12-23,20.0,87,12.0,-10.0,-27.0,12.0
2021-12-24,-1.0,85,7.0,-33.0,-46.0,18.0
2021-12-25,-16.0,19,17.0,-34.0,-50.0,13.0
2021-12-26,0.0,44,3.0,-9.0,0.0,6.0
2021-12-27,1.0,46,-2.0,-27.0,-32.0,15.0
2021-12-28,1.0,51,-4.0,-28.0,-33.0,17.0
2021-12-29,4.0,63,-2.0,-27.0,-33.0,16.0
2021-12-30,4.0,79,7.0,-31.0,-55.0,19.0
2021-12-31,-21.0,68,-11.0,-51.0,-55.0,25.0
2022-01-01,-48.0,-21,-13.0,-57.0,-58.0,20.0
2022-01-02,-19.0,26,-6.0,-25.0,-8.0,10.0
2022-01-03,-24.0,29,-21.0,-43.0,-32.0,22.0
2022-01-04,-27.0,31,-28.0,-46.0,-34.0,25.0
2022-01-05,-30.0,29,-30.0,-51.0,-35.0,26.0
2022-01-06,-31.0,28,-29.0,-52.0,-36.0,26.0
2022-01-07,-35.0,24,-31.0,-56.0,-36.0,29.0
2022-01-08,-34.0,21,-33.0,-50.0,-17.0,22.0
2022-01-09,-37.0,18,-30.0,-51.0,-7.0,20.0
2022-01-10,-30.0,24,-25.0,-54.0,-39.0,26.0
2022-01-11,-32.0,23,-29.0,-55.0,-40.0,27.0
2022-01-12,-35.0,18,-32.0,-57.0,-40.0,27.0
2022-01-13,-34.0,19,-29.0,-56.0,-40.0,28.0
2022-01-14,-34.0,21,-28.0,-58.0,-36.0,29.0
2022-01-15,-27.0,28,-24.0,-49.0,-14.0,20.0
2022-01-16,-31.0,24,-20.0,-47.0,-5.0,17.0
2022-01-17,-25.0,24,-18.0,-50.0,-35.0,23.0
2022-01-18,-27.0,24,-21.0,-50.0,-35.0,24.0
2022-01-19,-27.0,22,-24.0,-52.0,-34.0,25.0
2022-01-20,-25.0,24,-24.0,-50.0,-33.0,24.0
2022-01-21,-27.0,22,-26.0,-52.0,-29.0,26.0
2022-01-22,-22.0,26,-21.0,-44.0,-7.0,18.0
2022-01-23,-25.0,23,-14.0,-45.0,2.0,15.0
2022-01-24,-22.0,23,-17.0,-47.0,-28.0,22.0
2022-01-25,-20.0,29,-19.0,-46.0,-29.0,22.0
2022-01-26,-26.0,19,-28.0,-48.0,-29.0,23.0
2022-01-27,-22.0,26,-20.0,-46.0,-28.0,22.0
2022-01-28,-21.0,28,-20.0,-48.0,-24.0,24.0
2022-01-29,-16.0,32,-16.0,-39.0,-4.0,16.0
2022-01-30,-20.0,28,-10.0,-39.0,4.0,13.0
2022-01-31,-12.0,36,-10.0,-42.0,-27.0,19.0
2022-02-01,-15.0,34,-11.0,-50.0,-52.0,26.0
2022-02-02,-19.0,30,-19.0,-42.0,-25.0,21.0
2022-02-03,-19.0,28,-17.0,-43.0,-25.0,21.0
2022-02-04,-19.0,30,-16.0,-44.0,-21.0,23.0
2022-02-05,-13.0,34,-10.0,-35.0,-1.0,15.0
2022-02-06,-14.0,33,0.0,-33.0,7.0,12.0
2022-02-07,-15.0,28,-13.0,-40.0,-23.0,19.0
2022-02-08,-16.0,29,-15.0,-40.0,-25.0,20.0
2022-02-09,-17.0,29,-16.0,-42.0,-24.0,20.0
2022-02-10,-15.0,33,-13.0,-40.0,-24.0,20.0
2022-02-11,-16.0,33,-12.0,-41.0,-20.0,22.0
2022-02-12,-8.0,38,-5.0,-29.0,-1.0,14.0
2022-02-13,-5.0,41,14.0,-25.0,8.0,10.0
2022-02-14,10.0,53,12.0,-28.0,-22.0,16.0
2022-02-15,-8.0,41,-11.0,-34.0,-23.0,19.0
2022-02-16,-11.0,40,-13.0,-37.0,-23.0,19.0
2022-02-17,-14.0,35,-14.0,-36.0,-22.0,20.0
2022-02-18,-14.0,35,-11.0,-38.0,-18.0,21.0
2022-02-19,-7.0,39,-3.0,-27.0,0.0,13.0
2022-02-20,-8.0,39,8.0,-23.0,8.0,10.0
2022-02-21,-14.0,31,-10.0,-36.0,-21.0,18.0
2022-02-22,-19.0,23,-23.0,-37.0,-23.0,20.0
2022-02-23,-15.0,31,-14.0,-37.0,-22.0,19.0
2022-02-24,-10.0,39,-8.0,-29.0,-21.0,17.0
2022-02-25,-16.0,33,-4.0,-44.0,-46.0,24.0
2022-02-26,-14.0,32,-8.0,-30.0,-5.0,13.0
2022-02-27,-11.0,35,7.0,-21.0,8.0,9.0
2022-02-28,-8.0,41,-6.0,-30.0,-20.0,16.0
2022-03-01,-11.0,42,-10.0,-32.0,-22.0,18.0
2022-03-02,-12.0,40,-9.0,-34.0,-21.0,18.0
2022-03-03,-15.0,34,-11.0,-34.0,-20.0,19.0
2022-03-04,-15.0,34,-11.0,-36.0,-17.0,20.0
2022-03-05,-8.0,39,-1.0,-23.0,1.0,12.0
2022-03-06,-7.0,39,11.0,-19.0,8.0,9.0
2022-03-07,-13.0,31,-5.0,-33.0,-19.0,17.0
2022-03-08,-16.0,29,-11.0,-34.0,-21.0,19.0
2022-03-09,-18.0,28,-13.0,-35.0,-20.0,19.0
2022-03-10,-16.0,30,-11.0,-32.0,-19.0,19.0
2022-03-11,-19.0,27,-13.0,-35.0,-16.0,20.0
2022-03-12,-13.0,31,-6.0,-20.0,0.0,13.0
2022-03-13,-12.0,34,3.0,-17.0,6.0,11.0
2022-03-14,-18.0,23,-12.0,-30.0,-19.0,18.0
2022-03-15,-14.0,36,-13.0,-29.0,-19.0,18.0
2022-03-16,-15.0,35,-13.0,-30.0,-19.0,18.0
2022-03-17,-15.0,33,-9.0,-29.0,-19.0,18.0
2022-03-18,-17.0,30,-11.0,-31.0,-16.0,19.0
